TEMP    ,H2,lcoh
1092.69269,2.07469413,243.89604996681945
1093.79379,2.07467008,243.8988772597265
1094.89489,2.07464608,243.9016987400314
1095.996,2.07462214,243.90451323167076
1097.0971,2.07459826,243.90732073415842
1098.1982,2.07457443,243.91012242272117
1099.2993,2.07455066,243.9129171212175
1100.4004,2.07452695,243.91570482916453
1101.5015,2.07450329,243.91848672187305
1102.6026,2.07447968,243.92126279894293
1103.7037,2.07445613,243.92403188412905
1104.8048,2.07443264,243.92679397695312
1105.90591,2.0744092,243.92955025283686
1107.00701,2.07438581,243.93230071138362
1108.10811,2.07436248,243.93504417624592
1109.20921,2.0743392,243.93778182292806
1110.31031,2.07431598,243.9405124750314
1111.41141,2.07429281,243.94323730811513
1112.51251,2.07426969,243.94595632178715
1113.61361,2.07424663,243.948668339573
1114.71471,2.07422362,243.9513745371133
1115.81582,2.07420067,243.95407373788328
1116.91692,2.07417777,243.9567671175779
1118.01802,2.07415492,243.95945467580944
1119.11912,2.07413212,243.9621364121911
1120.22022,2.07410938,243.96481115009806
1121.32132,2.07408669,243.96748006533275
1122.42242,2.07406405,243.970143157511
1123.52352,2.07404146,243.97280042624942
1124.62462,2.07401893,243.9754506948242
1125.72573,2.07399645,243.97809513914402
1126.82683,2.07397402,243.98073375882836
1127.92793,2.07395164,243.98336655349735
1129.02903,2.07392932,243.98599234632883
1130.13013,2.07390704,243.98861348980572
1131.23123,2.07388482,243.99122763063914
1132.33233,2.07386265,243.9938359448959
1133.43343,2.07384053,243.9964384322005
1134.53453,2.07381846,243.99903509217825
1135.63564,2.07379644,244.00162592445525
1136.73674,2.07377447,244.0042109286585
1137.83784,2.07375255,244.00679010441578
1138.93894,2.07373069,244.00936227468716
1140.04004,2.07370887,244.0119297924144
1141.14114,2.0736871,244.01449148058407
1142.24224,2.07366538,244.01704733882713
1143.34334,2.07364372,244.01959619000846
1144.44444,2.0736221,244.02214038727064
1145.54555,2.07360053,244.02467875350465
1146.64665,2.07357901,244.0272112883449
1147.74775,2.07355754,244.02973799142657
1148.84885,2.07353612,244.03225886238582
1149.94995,2.07351475,244.03477390085936
1151.05105,2.07349343,244.03728310648518
1152.15215,2.07347216,244.03978647890162
1153.25325,2.07345093,244.04228519473432
1154.35435,2.07342975,244.0447780766853
1155.45546,2.07340863,244.04726394736144
1156.55656,2.07338755,244.04974516044865
1157.65766,2.07336651,244.05222171566135
1158.75876,2.07334553,244.05469125850286
1159.85986,2.07332459,244.05715614280496
1160.96096,2.0733037,244.05961519113052
1162.06206,2.07328286,244.06206840312518
1163.16316,2.07326207,244.06451577843558
1164.26426,2.07324132,244.06695849393307
1165.36537,2.07322062,244.06939537208882
1166.46647,2.07319997,244.07182641255153
1167.56757,2.07317937,244.07425161497096
1168.66867,2.07315881,244.07667215631545
1169.76977,2.0731383,244.07908685896498
1170.87087,2.07311783,244.08149689993598
1171.97197,2.07309741,244.0839011015633
1173.07307,2.07307704,244.08629946350044
1174.17417,2.07305671,244.08869316283537
1175.27528,2.07303643,244.0910810218357
1176.37638,2.0730162,244.09346304015713
1177.47748,2.07299601,244.0958403949591
1178.57858,2.07297586,244.09821308596761
1179.67968,2.07295577,244.10057875781257
1180.78078,2.07293571,244.102940942798
1181.88188,2.07291571,244.10529610793822
1182.98298,2.07289574,244.10764778567543
1184.08408,2.07287583,244.1099924428889
1185.18519,2.07285595,244.11233361215812
1186.28629,2.07283613,244.1146677602281
1187.38739,2.07281634,244.11699841981513
1188.48849,2.07279661,244.11932205753027
1189.58959,2.07277691,244.12164220622617
1190.69069,2.07275726,244.12395651015447
1191.79179,2.07273766,244.12626496898164
1192.89289,2.0727181,244.1285687601932
1193.99399,2.07269858,244.13086788352365
1195.0951,2.0726791,244.1331623387079
1196.1962,2.07265967,244.13545094759672
1197.2973,2.07264029,244.13773370986002
1198.3984,2.07262094,244.14001298102633
1199.4995,2.07260164,244.1422864049973
1200.6006,2.07258239,244.14455398144486
1201.7017,2.07256317,244.1468180660313
1202.8028,2.072544,244.14907630252821
1203.9039,2.07252487,244.1513298686481
1205.00501,2.07250579,244.15357758607132
1206.10611,2.07248675,244.15582063255505
1207.20721,2.07246775,244.15805900784076
1208.30831,2.07244879,244.16029271167034
1209.40941,2.07242987,244.16252174378621
1210.51051,2.072411,244.1647449257638
1211.61161,2.07239217,244.1669634354713
1212.71271,2.07237338,244.16917727265297
1213.81381,2.07235463,244.1713864370535
1214.91491,2.07233593,244.17358975016518
1216.01602,2.07231726,244.17578956821842
1217.11712,2.07229864,244.17798353443254
1218.21822,2.07228006,244.1801728268075
1219.31932,2.07226152,244.18235744509073
1220.42042,2.07224302,244.18453738903025
1221.52152,2.07222456,244.18671265837477
1222.62262,2.07220614,244.18888325287324
1223.72372,2.07218777,244.19104799385386
1224.82482,2.07216943,244.1932092378889
1225.92593,2.07215114,244.19536462786544
1227.02703,2.07213288,244.19751652044008
1228.12813,2.07211467,244.19966255841769
1229.22923,2.07209649,244.20180509853913
1230.33033,2.07207836,244.20394178352748
1231.43143,2.07206026,244.20607497020723
1232.53253,2.07204221,244.20820230121998
1233.63363,2.0720242,244.21032495486634
1234.73473,2.07200622,244.2124441095293
1235.83584,2.07198829,244.21455740772888
1236.93694,2.07197039,244.2166672064976
1238.03804,2.07195253,244.218772326964
1239.13914,2.07193472,244.2208715901759
1240.24024,2.07191694,244.22296735328928
1241.34134,2.0718992,244.22505843737335
1242.44244,2.0718815,244.2271448421867
1243.54354,2.07186384,244.22922656748867
1244.64464,2.07184622,244.23130361303893
1245.74575,2.07182863,244.23337715742784
1246.84685,2.07181109,244.2354448427762
1247.94795,2.07179358,244.2375090265252
1249.04905,2.07177611,244.23956852960671
1250.15015,2.07175868,244.241623351783
1251.25125,2.07174129,244.2436734928168
1252.35235,2.07172394,244.24571895247155
1253.45345,2.07170662,244.24776090948004
1254.55455,2.07168934,244.2497981846772
1255.65566,2.0716721,244.25183077782773
1256.75676,2.0716549,244.25385868869716
1257.85786,2.07163773,244.2558830960986
1258.95896,2.0716206,244.25790282079015
1260.06006,2.07160351,244.25991786253874
1261.16116,2.07158646,244.2619282211118
1262.26226,2.07156944,244.26393507540206
1263.36336,2.07155246,244.26593724609177
1264.46446,2.07153552,244.2679347329497
1265.56557,2.07151862,244.26992753574527
1266.66667,2.07150175,244.2719168334504
1267.76777,2.07148491,244.27390262589313
1268.86887,2.07146812,244.2758825544209
1269.96997,2.07145136,244.27785897726653
1271.07107,2.07143463,244.27983189425922
1272.17217,2.07141795,244.2817989466332
1273.27327,2.0714013,244.2837624927372
1274.37437,2.07138468,244.28572253240137
1275.47548,2.0713681,244.28767788610196
1276.57658,2.07135156,244.28962855361308
1277.67768,2.07133505,244.29157571410138
1278.77878,2.07131858,244.29351818798781
1279.87988,2.07130214,244.29545715447728
1280.98098,2.07128574,244.297391433954
1282.08208,2.07126937,244.29932220566124
1283.18318,2.07125304,244.30124828994676
1284.28428,2.07123675,244.30316968658798
1285.38539,2.07122049,244.30508757488542
1286.48649,2.07120426,244.307001954673
1287.58759,2.07118807,244.30891164622588
1288.68869,2.07117192,244.31081664932336
1289.78979,2.0711558,244.3127181433415
1290.89089,2.07113971,244.31461612811574
1291.99199,2.07112366,244.3165094238492
1293.09309,2.07110764,244.31839920997393
1294.19419,2.07109166,244.32028430665744
1295.2953,2.07107571,244.32216589336903
1296.3964,2.07105979,244.32404396994593
1297.4975,2.07104391,244.32591735650212
1298.5986,2.07102806,244.32778723256263
1299.6997,2.07101225,244.32965241820617
1300.8008,2.07099647,244.3315140929946
1301.9019,2.07098073,244.33337107697136
1303.003,2.07096501,244.33522572954868
1304.1041,2.07094934,244.33707451112596
1305.20521,2.07093369,244.3389209609831
1306.30631,2.07091808,244.34076271928004
1307.40741,2.0709025,244.34260096568866
1308.50851,2.07088695,244.34443570004976
1309.60961,2.07087144,244.34626574228432
1310.71071,2.07085596,244.34809227211875
1311.81181,2.07084052,244.3499141094395
1312.91291,2.0708251,244.35173361398174
1314.01401,2.07080972,244.3535484256598
1315.11512,2.07079437,244.3553597242719
1316.21622,2.07077906,244.35716632963587
1317.31732,2.07076377,244.3589706016283
1318.41842,2.07074852,244.36077018002507
1319.51952,2.0707333,244.36256624469556
1320.62062,2.07071812,244.3643576153895
1321.72172,2.07070296,244.36614665212386
1322.82282,2.07068784,244.36793099453703
1323.92392,2.07067275,244.36971182256926
1325.02503,2.07065769,244.37148913606626
1326.12613,2.07064266,244.37326293487408
1327.22723,2.07062767,244.37503203864125
1328.32833,2.0706127,244.3767988075931
1329.42943,2.07059777,244.37856088116382
1330.53053,2.07058287,244.38031943939873
1331.63163,2.070568,244.38207448214544
1332.73273,2.07055316,244.38382600925206
1333.83383,2.07053835,244.38557402056668
1334.93493,2.07052358,244.38731733562145
1336.03604,2.07050883,244.38905831488142
1337.13714,2.07049412,244.3907945975461
1338.23824,2.07047944,244.3925273637815
1339.33934,2.07046478,244.39425779382108
1340.44044,2.07045016,244.39598352676452
1341.54154,2.07043557,244.39770574282932
1342.64264,2.07042101,244.3994244418661
1343.74374,2.07040648,244.40113962372595
1344.84484,2.07039198,244.4028512882604
1345.94595,2.07037751,244.40455943532103
1347.04705,2.07036307,244.40626406475994
1348.14815,2.07034866,244.4079651764293
1349.24925,2.07033428,244.40966277018174
1350.35035,2.07031993,244.4113568458702
1351.45145,2.07030561,244.41304740334783
1352.55255,2.07029133,244.4147332618869
1353.65365,2.07027707,244.4164167824875
1354.75475,2.07026284,244.41809678443877
1355.85586,2.07024863,244.41977444822513
1356.95696,2.07023446,244.42144741245733
1358.05806,2.07022032,244.42311685760438
1359.15916,2.07020621,244.42478278352144
1360.26026,2.07019213,244.4264451900641
1361.36136,2.07017807,244.42810525779893
1362.46246,2.07016405,244.42976062517704
1363.56356,2.07015005,244.43141365349197
1364.66466,2.07013609,244.43306198113137
1365.76577,2.07012215,244.4347079694534
1366.86687,2.07010824,244.43635043757274
1367.96797,2.07009436,244.43798938534718
1369.06907,2.07008051,244.4396248126345
1370.17017,2.07006668,244.44125790013055
1371.27127,2.07005289,244.44288628603445
1372.37237,2.07003912,244.44451233189594
1373.47347,2.07002539,244.44613367585168
1374.57457,2.07001168,244.4477526795149
1375.67568,2.069998,244.44936816187604
1376.77678,2.06998434,244.45098130372668
1377.87788,2.06997072,244.45258974307956
1378.97898,2.06995712,244.45419584167374
1380.08008,2.06994355,244.4557984184385
1381.18118,2.06993001,244.45739747323483
1382.28228,2.0699165,244.45899300592416
1383.38338,2.06990301,244.46058619739242
1384.48448,2.06988955,244.46217586650795
1385.58559,2.06987612,244.46376201313294
1386.68669,2.06986272,244.46534463712982
1387.78779,2.06984934,244.46692491944702
1388.88889,2.06983599,244.4685016788924
1389.98999,2.06982267,244.47007491532935
1391.09109,2.06980938,244.47164462862133
1392.19219,2.06979611,244.4732119997786
1393.29329,2.06978287,244.47477584754915
1394.39439,2.06976966,244.4763361717975
1395.4955,2.06975648,244.47789297238828
1396.5966,2.06974332,244.479447430393
1397.6977,2.06973018,244.480999545722
1398.7988,2.06971708,244.4825469558124
1399.8999,2.069704,244.48409202298828
1401.001,2.06969095,244.485633565894
1402.1021,2.06967792,244.48717276567697
1403.2032,2.06966492,244.48870844095237
1404.3043,2.06965195,244.4902405915869
1405.40541,2.069639,244.49177039877344
1406.50651,2.06962608,244.49329668108308
1407.60761,2.06961319,244.4948194383836
1408.70871,2.06960032,244.49633985191258
1409.80981,2.06958748,244.49785674019785
1410.91091,2.06957466,244.49937128450688
1412.01201,2.06956187,244.50088230333844
1413.11311,2.06954911,244.50238979656154
1414.21421,2.06953637,244.50389494548827
1415.31532,2.06952366,244.5053965685741
1416.41642,2.06951097,244.5068958471609
1417.51752,2.06949831,244.50839159967566
1418.61862,2.06948567,244.50988500748934
1419.71972,2.06947306,244.51137488900048
1420.82082,2.06946048,244.51286124407991
1421.92192,2.06944792,244.51434525414248
1423.02302,2.06943538,244.5158269191025
1424.12412,2.06942287,244.51730505730185
1425.22523,2.06941039,244.51877966861232
1426.32633,2.06939793,244.5202519345069
1427.42743,2.0693855,244.5217206732854
1428.52853,2.06937309,244.52318706644968
1429.62963,2.0693607,244.52465111391507
1430.73073,2.06934834,244.52611163393934
1431.83183,2.06933601,244.5275686263958
1432.93293,2.0693237,244.5290232728437
1434.03403,2.06931141,244.53047557319903
1435.13514,2.06929915,244.5319243456641
1436.23624,2.06928691,244.5333707718409
1437.33734,2.0692747,244.53481366990425
1438.43844,2.06926251,244.53625422148446
1439.53954,2.06925035,244.53769124472882
1440.64064,2.06923821,244.53912592129598
1441.74174,2.0692261,244.5405570693058
1442.84284,2.06921401,244.54198587044507
1443.94394,2.06920194,244.5434123246313
1445.04505,2.0691899,244.54483524994345
1446.14615,2.06917788,244.54625582811036
1447.24725,2.06916588,244.54767405904985
1448.34835,2.06915391,244.54908876080032
1449.44945,2.06914196,244.55050111513228
1450.55055,2.06913004,244.55190994005721
1451.65165,2.06911814,244.55331641737337
1452.75275,2.06910626,244.5547205469994
1453.85385,2.06909441,244.5561211469065
1454.95495,2.06908258,244.5575193989343
1456.05606,2.06907077,244.55891530300192
1457.15716,2.06905899,244.5603076770407
1458.25826,2.06904723,244.56169770293116
1459.35936,2.06903549,244.56308538059298
1460.46046,2.06902378,244.56446952791768
1461.56156,2.06901209,244.56585132682667
1462.66266,2.06900042,244.56723077724024
1463.76376,2.06898878,244.56860669701018
1464.86486,2.06897716,244.56998026809876
1465.96597,2.06896556,244.5713514904265
1467.06707,2.06895398,244.57272036391404
1468.16817,2.06894243,244.57408570636113
1469.26927,2.0689309,244.57544869978358
1470.37037,2.06891939,244.57680934410257
1471.47147,2.0689079,244.57816763923952
1472.57257,2.06889644,244.57952240294202
1473.67367,2.068885,244.58087481727938
1474.77477,2.06887358,244.5822248821733
1475.87588,2.06886219,244.58357141533293
1476.97698,2.06885082,244.58491559886707
1478.07808,2.06883947,244.5862574326983
1479.17918,2.06882814,244.58759691674874
1480.28028,2.06881683,244.58893405094113
1481.38138,2.06880555,244.59026765292035
1482.48248,2.06879428,244.59160008715173
1483.58358,2.06878304,244.59292898899008
1484.68468,2.06877182,244.59425554063623
1485.78579,2.06876063,244.59557855968433
1486.88689,2.06874945,244.59690041070323
1487.98799,2.0687383,244.59821872894554
1489.08909,2.06872717,244.59953469666425
1490.19019,2.06871606,244.60084831378313
1491.29129,2.06870497,244.60215958022619
1492.39239,2.0686939,244.60346849591767
1493.49349,2.06868286,244.6047738783639
1494.59459,2.06867183,244.6060780923125
1495.6957,2.06866083,244.60737877283975
1496.7968,2.06864985,244.60867710228828
1497.8979,2.06863889,244.60997308058296
1498.999,2.06862795,244.6112667076489
1500.1001,2.06861704,244.6125568009181
1501.2012,2.06860614,244.61384572528968
1502.3023,2.06859526,244.61513229820852
1503.4034,2.06858441,244.61641533706953
1504.5045,2.06857358,244.6176960243044
1505.60561,2.06856276,244.61897554239403
1506.70671,2.06855197,244.6202515261664
1507.80781,2.0685412,244.6215251580907
1508.90891,2.06853045,244.6227964380931
1510.01001,2.06851972,244.62406536610007
1511.11111,2.06850901,244.6253319420383
1512.21221,2.06849832,244.6265961658345
1513.31331,2.06848766,244.62785685477428
1514.41441,2.06847701,244.62911637405486
1515.51552,2.06846638,244.63037354097443
1516.61662,2.06845578,244.6316271727825
1517.71772,2.06844519,244.63287963474974
1518.81882,2.06843462,244.63412974413808
1519.91992,2.06842408,244.63537631816146
1521.02102,2.06841355,244.63662172216337
1522.12212,2.06840305,244.63786359063195
1523.22322,2.06839256,244.63910428895903
1524.32432,2.0683821,244.6403414515853
1525.42543,2.06837165,244.64157744395067
1526.52653,2.06836123,244.64280990044813
1527.62763,2.06835082,244.64404118656577
1528.72873,2.06834044,244.64526893664902
1529.82983,2.06833007,244.64649551623404
1530.93093,2.06831973,244.64771855961897
1532.03203,2.0683094,244.64894043238746
1533.13313,2.06829909,244.6501599516475
1534.23423,2.06828881,244.65137593446008
1535.33534,2.06827854,244.65259074647992
1536.43644,2.06826829,244.65380320478013
1537.53754,2.06825806,244.65501330929038
1538.63864,2.06824785,244.65622105994066
1539.73974,2.06823766,244.6574264566612
1540.84084,2.06822749,244.6586294993821
1541.94194,2.06821734,244.65983018803388
1543.04304,2.06820721,244.66102852254684
1544.14414,2.0681971,244.66222450285179
1545.24525,2.068187,244.66341931186446
1546.34635,2.06817693,244.6646105835573
1547.44745,2.06816687,244.6658006838428
1548.54855,2.06815684,244.66698724664766
1549.64965,2.06814682,244.66817263793052
1550.75075,2.06813682,244.6693556746149
1551.85185,2.06812684,244.67053635663223
1552.95295,2.06811688,244.6717146839143
1554.05405,2.06810694,244.6728906563928
1555.15516,2.06809702,244.6740642739996
1556.25626,2.06808711,244.67523671976616
1557.35736,2.06807722,244.67640681054795
1558.45846,2.06806736,244.67757336315535
1559.55956,2.06805751,244.67873874375334
1560.66066,2.06804768,244.67990176916376
1561.76176,2.06803786,244.68106362247502
1562.86286,2.06802807,244.68222193731978
1563.96396,2.0680183,244.68337789677543
1565.06507,2.06800854,244.68453268396416
1566.16617,2.0679988,244.6856851156524
1567.26727,2.06798908,244.6868351917734
1568.36837,2.06797938,244.68798291226048
1569.46947,2.06796969,244.68912946028092
1570.57057,2.06796003,244.6902724693122
1571.67167,2.06795038,244.6914143057664
1572.77277,2.06794075,244.69255378634375
1573.87387,2.06793113,244.69369209425608
1574.97497,2.06792154,244.694826862893
1576.07608,2.06791196,244.69596045875525
1577.17718,2.06790241,244.6970905151888
1578.27828,2.06789286,244.69822058206006
1579.37938,2.06788334,244.69934710937176
1580.48048,2.06787384,244.70047128036933
1581.58158,2.06786435,244.70159427834187
1582.68268,2.06785488,244.70271491989178
1583.78378,2.06784542,244.70383438833014
1584.88488,2.06783599,244.70495031685132
1585.98599,2.06782657,244.70606507215308
1587.08709,2.06781717,244.70717747079493
1588.18819,2.06780779,244.7082875127127
1589.28929,2.06779842,244.70939638127157
1590.39039,2.06778908,244.7105017095588
1591.49149,2.06777974,244.7116070478314
1592.59259,2.06777043,244.7127088457044
1593.69369,2.06776113,244.71380947002666
1594.79479,2.06775186,244.71490655380043
1595.8959,2.06774259,244.716003647411
1596.997,2.06773335,244.717097200346
1598.0981,2.06772412,244.71818957953977
1599.1992,2.06771491,244.7192796014355
1600.3003,2.06770572,244.72036726597005
1601.4014,2.06769654,244.7214537566267
1602.5025,2.06768738,244.7225378898173
1603.6036,2.06767823,244.72362084904628
1604.7047,2.06766911,244.72470026712688
1605.80581,2.06766,244.72577851114158
1606.90691,2.0676509,244.72685558105923
1608.00801,2.06764183,244.72792910963068
1609.10911,2.06763277,244.72900146400127
1610.21021,2.06762373,244.73007146051037
1611.31131,2.0676147,244.73114028273596
1612.41241,2.06760569,244.73220674699684
1613.51351,2.06759669,244.73327203689183
1614.61461,2.06758772,244.73433378504834
1615.71572,2.06757876,244.73539435873633
1616.81682,2.06756981,244.73645375792512
1617.91792,2.06756088,244.73751079888257
1619.01902,2.06755197,244.73856548154728
1620.12012,2.06754308,244.73961780585827
1621.22122,2.0675342,244.7406689554867
1622.32232,2.06752533,244.74171893040221
1623.42342,2.06751649,244.7427653630695
1624.52452,2.06750765,244.7438118046852
1625.62563,2.06749884,244.74485470393157
1626.72673,2.06749004,244.74589642828315
1627.82783,2.06748126,244.74693579391717
1628.92893,2.06747249,244.74797398457622
1630.03003,2.06746374,244.7490098164174
1631.13113,2.067455,244.7500444732036
1632.23223,2.06744628,244.75107677107195
1633.33333,2.06743758,244.75210670996267
1634.43443,2.06742889,244.75313547366898
1635.53554,2.06742022,244.75416187829828
1636.63664,2.06741156,244.75518710766374
1637.73774,2.06740292,244.75620997785327
1638.83884,2.0673943,244.75723048880758
1639.93994,2.06738569,244.75824982436973
1641.04104,2.06737709,244.75926798451027
1642.14214,2.06736851,244.76028378527784
1643.24324,2.06735995,244.76129722661358
1644.34434,2.0673514,244.76230949240028
1645.44545,2.06734287,244.76331939865736
1646.54655,2.06733435,244.76432812928738
1647.64765,2.06732585,244.7653345002903
1648.74875,2.06731737,244.7663385116079
1649.84985,2.06730889,244.76734253116234
1650.95095,2.06730044,244.7683430069541
1652.05205,2.067292,244.76934230691504
1653.15315,2.06728357,244.77034043101645
1654.25425,2.06727516,244.77133619520055
1655.35536,2.06726677,244.7723295994097
1656.45646,2.06725838,244.77332301168224
1657.55756,2.06725002,244.77431287984558
1658.65866,2.06724167,244.7753015719478
1659.75976,2.06723333,244.7762890879604
1660.86086,2.06722501,244.77727424376846
1661.96196,2.06721671,244.778257039315
1663.06306,2.06720842,244.77923865864818
1664.16416,2.06720014,244.7802191017397
1665.26527,2.06719188,244.781197184437
1666.36637,2.06718363,244.782174090817
1667.46747,2.0671754,244.78314863670832
1668.56857,2.06716718,244.78412200620707
1669.66967,2.06715898,244.78509301512318
1670.77077,2.06715079,244.7860628475715
1671.87187,2.06714262,244.78703031934347
1672.97297,2.06713446,244.7879966145729
1674.07407,2.06712631,244.788961733232
