PRES   ,H2      ,lcoh
12.5975976,2.07964579,243.31533073059862
12.6126126,2.07964572,243.3153389204903
12.6276276,2.07964565,243.31534711038253
12.6426426,2.07964558,243.31535530027523
12.6576577,2.07964551,243.31536349016858
12.6726727,2.07964544,243.3153716800624
12.6876877,2.07964537,243.31537986995687
12.7027027,2.07964529,243.31538922983688
12.7177177,2.07964522,243.31539741973245
12.7327327,2.07964515,243.31540560962864
12.7477477,2.07964508,243.31541379952537
12.7627628,2.07964501,243.3154219894226
12.7777778,2.07964494,243.31543017932043
12.7927928,2.07964486,243.3154395392043
12.8078078,2.07964479,243.31544772910325
12.8228228,2.07964472,243.31545591900283
12.8378378,2.07964465,243.31546410890294
12.8528529,2.07964458,243.31547229880357
12.8678679,2.07964451,243.3154804887048
12.8828829,2.07964444,243.3154886786065
12.8978979,2.07964436,243.3154980384949
12.9129129,2.07964429,243.31550622839785
12.9279279,2.07964422,243.31551441830135
12.9429429,2.07964415,243.31552260820536
12.957958,2.07964408,243.31553079810996
12.972973,2.07964401,243.31553898801505
12.987988,2.07964393,243.3155483479073
13.003003,2.07964386,243.31555653781365
13.018018,2.07964379,243.31556472772053
13.033033,2.07964372,243.31557291762795
13.048048,2.07964365,243.31558110753593
13.0630631,2.07964358,243.31558929744443
13.0780781,2.0796435,243.31559865734053
13.0930931,2.07964343,243.31560684725028
13.1081081,2.07964336,243.31561503716054
13.1231231,2.07964329,243.3156232270713
13.1381381,2.07964322,243.3156314169827
13.1531532,2.07964315,243.3156396068946
13.1681682,2.07964308,243.31564779680707
13.1831832,2.079643,243.3156571567077
13.1981982,2.07964293,243.31566534662136
13.2132132,2.07964286,243.3156735365355
13.2282282,2.07964279,243.3156817264503
13.2432432,2.07964272,243.31568991636556
13.2582583,2.07964265,243.31569810628142
13.2732733,2.07964257,243.3157074661859
13.2882883,2.0796425,243.31571565610295
13.3033033,2.07964243,243.31572384602052
13.3183183,2.07964236,243.31573203593868
13.3333333,2.07964229,243.31574022585733
13.3483483,2.07964222,243.31574841577654
13.3633634,2.07964215,243.3157566056963
13.3783784,2.07964207,243.31576596560538
13.3933934,2.079642,243.31577415552627
13.4084084,2.07964193,243.31578234544781
13.4234234,2.07964186,243.3157905353699
13.4384384,2.07964179,243.3157987252925
13.4534535,2.07964172,243.31580691521563
13.4684685,2.07964164,243.31581627512855
13.4834835,2.07964157,243.31582446505288
13.4984985,2.0796415,243.3158326549778
13.5135135,2.07964143,243.31584084490328
13.5285285,2.07964136,243.31584903482926
13.5435435,2.07964129,243.3158572247558
13.5585586,2.07964122,243.31586541468292
13.5735736,2.07964114,243.31587477460027
13.5885886,2.07964107,243.3158829645286
13.6036036,2.079641,243.31589115445746
13.6186186,2.07964093,243.31589934438682
13.6336336,2.07964086,243.31590753431675
13.6486486,2.07964079,243.31591572424728
13.6636637,2.07964071,243.3159250841685
13.6786787,2.07964064,243.3159332741002
13.6936937,2.07964057,243.31594146403245
13.7087087,2.0796405,243.31594965396522
13.7237237,2.07964043,243.3159578438985
13.7387387,2.07964036,243.3159660338324
13.7537538,2.07964029,243.3159742237669
13.7687688,2.07964021,243.3159835836926
13.7837838,2.07964014,243.31599177362824
13.7987988,2.07964007,243.3159999635644
13.8138138,2.07964,243.3160081535011
13.8288288,2.07963993,243.31601634343838
13.8438438,2.07963986,243.3160245333762
13.8588589,2.07963979,243.31603272331458
13.8738739,2.07963971,243.31604208324484
13.8888889,2.07963964,243.31605027318437
13.9039039,2.07963957,243.31605846312445
13.9189189,2.0796395,243.31606665306512
13.9339339,2.07963943,243.31607484300636
13.9489489,2.07963936,243.3160830329481
13.963964,2.07963928,243.31609239288224
13.978979,2.07963921,243.31610058282516
13.993994,2.07963914,243.31610877276864
14.009009,2.07963907,243.3161169627127
14.024024,2.079639,243.31612515265732
14.039039,2.07963893,243.3161333426024
14.0540541,2.07963886,243.3161415325481
14.0690691,2.07963878,243.31615089248677
14.0840841,2.07963871,243.31615908243361
14.0990991,2.07963864,243.31616727238102
14.1141141,2.07963857,243.31617546232903
14.1291291,2.0796385,243.31618365227754
14.1441441,2.07963843,243.31619184222663
14.1591592,2.07963835,243.3162012021691
14.1741742,2.07963828,243.31620939211936
14.1891892,2.07963821,243.31621758207018
14.2042042,2.07963814,243.3162257720216
14.2192192,2.07963807,243.31623396197347
14.2342342,2.079638,243.31624215192596
14.2492492,2.07963793,243.31625034187903
14.2642643,2.07963785,243.31625970182594
14.2792793,2.07963778,243.31626789178017
14.2942943,2.07963771,243.31627608173494
14.3093093,2.07963764,243.31628427169022
14.3243243,2.07963757,243.3162924616461
14.3393393,2.0796375,243.31630065160255
14.3543544,2.07963743,243.31630884155948
14.3693694,2.07963735,243.31631820151097
14.3843844,2.07963728,243.31632639146912
14.3993994,2.07963721,243.31633458142778
14.4144144,2.07963714,243.31634277138704
14.4294294,2.07963707,243.31635096134687
14.4444444,2.079637,243.31635915130718
14.4594595,2.07963692,243.31636851126254
14.4744745,2.07963685,243.3163767012241
14.4894895,2.07963678,243.31638489118615
14.5045045,2.07963671,243.31639308114882
14.5195195,2.07963664,243.316401271112
14.5345345,2.07963657,243.31640946107572
14.5495495,2.0796365,243.31641765103998
14.5645646,2.07963642,243.3164270109999
14.5795796,2.07963635,243.31643520096532
14.5945946,2.07963628,243.31644339093137
14.6096096,2.07963621,243.31645158089796
14.6246246,2.07963614,243.31645977086504
14.6396396,2.07963607,243.31646796083268
14.6546547,2.079636,243.31647615080095
14.6696697,2.07963592,243.3164855107653
14.6846847,2.07963585,243.31649370073472
14.6996997,2.07963578,243.3165018907047
14.7147147,2.07963571,243.3165100806752
14.7297297,2.07963564,243.3165182706462
14.7447447,2.07963557,243.3165264606178
14.7597598,2.0796355,243.31653465058997
14.7747748,2.07963542,243.31654401055889
14.7897898,2.07963535,243.31655220053216
14.8048048,2.07963528,243.31656039050606
14.8198198,2.07963521,243.31656858048052
14.8348348,2.07963514,243.3165767704555
14.8498498,2.07963507,243.31658496043107
14.8648649,2.07963499,243.3165943204038
14.8798799,2.07963492,243.3166025103805
14.8948949,2.07963485,243.3166107003578
14.9099099,2.07963478,243.31661889033566
14.9249249,2.07963471,243.31662708031402
14.9399399,2.07963464,243.31663527029298
14.954955,2.07963457,243.31664346027245
14.96997,2.07963449,243.31665282024966
14.984985,2.07963442,243.31666101023035
15.0,2.07963435,243.3166692002116
15.015015,2.07963428,243.31667739019335
15.03003,2.07963421,243.3166855801757
15.045045,2.07963414,243.31669377015854
15.0600601,2.07963407,243.31670196014198
15.0750751,2.07963399,243.31671132012372
15.0900901,2.07963392,243.31671951010833
15.1051051,2.07963385,243.31672770009348
15.1201201,2.07963378,243.3167358900792
15.1351351,2.07963371,243.31674408006543
15.1501502,2.07963364,243.31675227005226
15.1651652,2.07963357,243.31676046003966
15.1801802,2.07963349,243.31676982002588
15.1951952,2.07963342,243.3167780100144
15.2102102,2.07963335,243.31678620000352
15.2252252,2.07963328,243.31679438999313
15.2402402,2.07963321,243.31680257998335
15.2552553,2.07963314,243.31681076997413
15.2702703,2.07963307,243.31681895996542
15.2852853,2.07963299,243.31682831995613
15.3003003,2.07963292,243.31683650994864
15.3153153,2.07963285,243.31684469994164
15.3303303,2.07963278,243.31685288993526
15.3453453,2.07963271,243.31686107992942
15.3603604,2.07963264,243.31686926992407
15.3753754,2.07963256,243.31687862991868
15.3903904,2.07963249,243.31688681991457
15.4054054,2.07963242,243.31689500991095
15.4204204,2.07963235,243.31690319990796
15.4354354,2.07963228,243.3169113899054
15.4504505,2.07963221,243.3169195799035
15.4654655,2.07963214,243.31692776990215
15.4804805,2.07963206,243.3169371299013
15.4954955,2.07963199,243.31694531990104
15.5105105,2.07963192,243.31695350990142
15.5255255,2.07963185,243.3169616999023
15.5405405,2.07963178,243.3169698899038
15.5555556,2.07963171,243.31697807990582
15.5705706,2.07963164,243.31698626990834
15.5855856,2.07963156,243.31699562991196
15.6006006,2.07963149,243.31700381991573
15.6156156,2.07963142,243.31701200992
15.6306306,2.07963135,243.31702019992485
15.6456456,2.07963128,243.3170283899303
15.6606607,2.07963121,243.3170365799362
15.6756757,2.07963114,243.31704476994273
15.6906907,2.07963106,243.31705412995083
15.7057057,2.07963099,243.3170623199585
15.7207207,2.07963092,243.31707050996675
15.7357357,2.07963085,243.31707869997555
15.7507508,2.07963078,243.31708688998486
15.7657658,2.07963071,243.3170950799948
15.7807808,2.07963064,243.3171032700052
15.7957958,2.07963056,243.3171126300178
15.8108108,2.07963049,243.31712082002946
15.8258258,2.07963042,243.31712901004164
15.8408408,2.07963035,243.31713720005433
15.8558559,2.07963028,243.31714539006765
15.8708709,2.07963021,243.31715358008145
15.8858859,2.07963014,243.31716177009585
15.9009009,2.07963006,243.31717113011294
15.9159159,2.07962999,243.31717932012853
15.9309309,2.07962992,243.3171875101446
15.9459459,2.07962985,243.3171957001613
15.960961,2.07962978,243.3172038901785
15.975976,2.07962971,243.31721208019627
15.990991,2.07962964,243.31722027021462
16.0,2.07962959,243.31722612022799
16.006006,2.07962956,243.31722963023623
16.021021,2.07962949,243.31723782025568
16.036036,2.07962942,243.31724601027577
16.0510511,2.07962935,243.31725420029633
16.0660661,2.07962928,243.31726239031752
16.0810811,2.07962921,243.31727058033925
16.0960961,2.07962914,243.3172787703614
16.1111111,2.07962906,243.31728813038757
16.1261261,2.07962899,243.31729632041103
16.1411411,2.07962892,243.31730451043495
16.1561562,2.07962885,243.31731270045952
16.1711712,2.07962878,243.31732089048458
16.1861862,2.07962871,243.31732908051023
16.2012012,2.07962864,243.31733727053646
16.2162162,2.07962856,243.31734663056702
16.2312312,2.07962849,243.3173548205944
16.2462462,2.07962842,243.31736301062236
16.2612613,2.07962835,243.3173712006508
16.2762763,2.07962828,243.31737939067986
16.2912913,2.07962821,243.31738758070946
16.3063063,2.07962814,243.31739577073958
16.3213213,2.07962806,243.3174051307747
16.3363363,2.07962799,243.31741332080603
16.3513514,2.07962792,243.31742151083785
16.3663664,2.07962785,243.3174297008703
16.3813814,2.07962778,243.31743789090328
16.3963964,2.07962771,243.31744608093678
16.4114114,2.07962764,243.31745427097087
16.4264264,2.07962756,243.31746363101047
16.4414414,2.07962749,243.3174718210457
16.4564565,2.07962742,243.31748001108153
16.4714715,2.07962735,243.3174882011179
16.4864865,2.07962728,243.31749639115478
16.5015015,2.07962721,243.31750458119225
16.5165165,2.07962714,243.31751277123024
16.5315315,2.07962706,243.31752213127436
16.5465465,2.07962699,243.31753032131357
16.5615616,2.07962692,243.31753851135332
16.5765766,2.07962685,243.31754670139358
16.5915916,2.07962678,243.31755489143447
16.6066066,2.07962671,243.31756308147584
16.6216216,2.07962664,243.3175712715178
16.6366366,2.07962656,243.31758063156641
16.6516517,2.07962649,243.31758882160955
16.6666667,2.07962642,243.3175970116532
16.6816817,2.07962635,243.31760520169746
16.6966967,2.07962628,243.3176133917422
16.7117117,2.07962621,243.31762158178756
16.7267267,2.07962614,243.31762977183348
16.7417417,2.07962607,243.31763796187985
16.7567568,2.07962599,243.31764732193363
16.7717718,2.07962592,243.31765551198126
16.7867868,2.07962585,243.31766370202936
16.8018018,2.07962578,243.3176718920781
16.8168168,2.07962571,243.31768008212734
16.8318318,2.07962564,243.3176882721772
16.8468468,2.07962557,243.3176964622276
16.8618619,2.07962549,243.31770582228577
16.8768769,2.07962542,243.31771401233735
16.8918919,2.07962535,243.3177222023895
16.9069069,2.07962528,243.31773039244212
16.9219219,2.07962521,243.31773858249537
16.9369369,2.07962514,243.31774677254913
16.951952,2.07962507,243.31775496260343
16.966967,2.07962499,243.31776432266616
16.981982,2.07962492,243.3177725127217
16.996997,2.07962485,243.3177807027777
17.012012,2.07962478,243.31778889283433
17.027027,2.07962471,243.3177970828915
17.042042,2.07962464,243.31780527294916
17.0570571,2.07962457,243.31781346300744
17.0720721,2.07962449,243.3178228230747
17.0870871,2.07962442,243.31783101313408
17.1021021,2.07962435,243.3178392031941
17.1171171,2.07962428,243.31784739325465
17.1321321,2.07962421,243.31785558331572
17.1471471,2.07962414,243.31786377337738
17.1621622,2.07962407,243.31787196343953
17.1771772,2.07962399,243.31788132351127
17.1921922,2.07962392,243.31788951357467
17.2072072,2.07962385,243.3178977036386
17.2222222,2.07962378,243.31790589370306
17.2372372,2.07962371,243.3179140837681
17.2522523,2.07962364,243.31792227383366
17.2672673,2.07962357,243.3179304638998
17.2822823,2.0796235,243.3179386539665
17.2972973,2.07962342,243.3179480140434
17.3123123,2.07962335,243.31795620411123
17.3273273,2.07962328,243.31796439417965
17.3423423,2.07962321,243.3179725842486
17.3573574,2.07962314,243.31798077431813
17.3723724,2.07962307,243.3179889643882
17.3873874,2.079623,243.31799715445877
17.4024024,2.07962292,243.31800651454017
17.4174174,2.07962285,243.318014704612
17.4324324,2.07962278,243.31802289468433
17.4474474,2.07962271,243.3180310847572
17.4624625,2.07962264,243.31803927483062
17.4774775,2.07962257,243.31804746490465
17.4924925,2.0796225,243.31805565497922
17.5075075,2.07962242,243.31806501506506
17.5225225,2.07962235,243.31807320514082
17.5375375,2.07962228,243.31808139521712
17.5525526,2.07962221,243.31808958529393
17.5675676,2.07962214,243.31809777537134
17.5825826,2.07962207,243.31810596544932
17.5975976,2.079622,243.31811415552778
17.6126126,2.07962193,243.31812234560684
17.6276276,2.07962185,243.31813170569785
17.6426426,2.07962178,243.31813989577805
17.6576577,2.07962171,243.31814808585887
17.6726727,2.07962164,243.3181562759402
17.6876877,2.07962157,243.31816446602207
17.7027027,2.0796215,243.3181726561045
17.7177177,2.07962143,243.31818084618746
17.7327327,2.07962135,243.31819020628296
17.7477477,2.07962128,243.31819839636717
17.7627628,2.07962121,243.3182065864519
17.7777778,2.07962114,243.31821477653713
17.7927928,2.07962107,243.31822296662298
17.8078078,2.079621,243.31823115670934
17.8228228,2.07962093,243.31823934679628
17.8378378,2.07962085,243.31824870689627
17.8528529,2.07962078,243.3182568969844
17.8678679,2.07962071,243.31826508707303
17.8828829,2.07962064,243.31827327716226
17.8978979,2.07962057,243.318281467252
17.9129129,2.0796205,243.31828965734232
17.9279279,2.07962043,243.3182978474332
17.9429429,2.07962036,243.3183060375246
17.957958,2.07962028,243.31831539762973
17.972973,2.07962021,243.31832358772235
17.987988,2.07962014,243.31833177781547
18.003003,2.07962007,243.31833996790917
18.018018,2.07962,243.31834815800346
18.033033,2.07961993,243.31835634809823
18.048048,2.07961986,243.31836453819355
18.0630631,2.07961978,243.31837389830324
18.0780781,2.07961971,243.31838208839974
18.0930931,2.07961964,243.3183902784968
18.1081081,2.07961957,243.3183984685944
18.1231231,2.0796195,243.3184066586926
18.1381381,2.07961943,243.31841484879138
18.1531532,2.07961936,243.31842303889067
18.1681682,2.07961929,243.31843122899048
18.1831832,2.07961921,243.31844058910525
18.1981982,2.07961914,243.31844877920625
18.2132132,2.07961907,243.31845696930785
18.2282282,2.079619,243.31846515940998
18.2432432,2.07961893,243.3184733495127
18.2582583,2.07961886,243.3184815396159
18.2732733,2.07961879,243.31848972971963
18.2882883,2.07961871,243.31849908983892
18.3033033,2.07961864,243.3185072799439
18.3183183,2.07961857,243.31851547004942
18.3333333,2.0796185,243.3185236601555
18.3483483,2.07961843,243.3185318502621
18.3633634,2.07961836,243.31854004036924
18.3783784,2.07961829,243.31854823047698
18.3933934,2.07961822,243.31855642058525
18.4084084,2.07961814,243.31856578070966
18.4234234,2.07961807,243.31857397081913
18.4384384,2.079618,243.3185821609291
18.4534535,2.07961793,243.31859035103963
18.4684685,2.07961786,243.31859854115075
18.4834835,2.07961779,243.31860673126243
18.4984985,2.07961772,243.3186149213746
18.5135135,2.07961764,243.31862428150356
18.5285285,2.07961757,243.31863247161692
18.5435435,2.0796175,243.31864066173083
18.5585586,2.07961743,243.31864885184535
18.5735736,2.07961736,243.31865704196042
18.5885886,2.07961729,243.31866523207597
18.6036036,2.07961722,243.3186734221921
18.6186186,2.07961715,243.3186816123088
18.6336336,2.07961707,243.31869097244285
18.6486486,2.079617,243.31869916256073
18.6636637,2.07961693,243.31870735267918
18.6786787,2.07961686,243.31871554279815
18.6936937,2.07961679,243.31872373291765
18.7087087,2.07961672,243.31873192303775
18.7237237,2.07961665,243.31874011315836
18.7387387,2.07961658,243.31874830327953
18.7537538,2.0796165,243.3187576634187
18.7687688,2.07961643,243.31876585354107
18.7837838,2.07961636,243.318774043664
18.7987988,2.07961629,243.31878223378752
18.8138138,2.07961622,243.3187904239115
18.8288288,2.07961615,243.31879861403604
18.8438438,2.07961608,243.3188068041612
18.8588589,2.079616,243.31881616430485
18.8738739,2.07961593,243.31882435443117
18.8888889,2.07961586,243.31883254455806
18.9039039,2.07961579,243.31884073468544
18.9189189,2.07961572,243.31884892481338
18.9339339,2.07961565,243.3188571149419
18.9489489,2.07961558,243.318865305071
18.963964,2.07961551,243.31887349520056
18.978979,2.07961543,243.31888285534941
18.993994,2.07961536,243.31889104548017
19.009009,2.07961529,243.3188992356115
19.024024,2.07961522,243.31890742574342
19.039039,2.07961515,243.3189156158759
19.0540541,2.07961508,243.31892380600885
19.0690691,2.07961501,243.3189319961424
19.0840841,2.07961494,243.3189401862765
19.0990991,2.07961486,243.31894954643045
19.1141141,2.07961479,243.31895773656575
19.1291291,2.07961472,243.3189659267016
19.1441441,2.07961465,243.31897411683798
19.1591592,2.07961458,243.31898230697487
19.1741742,2.07961451,243.3189904971124
19.1891892,2.07961444,243.31899868725046
19.2042042,2.07961436,243.3190080474089
19.2192192,2.07961429,243.3190162375481
19.2342342,2.07961422,243.31902442768788
19.2492492,2.07961415,243.31903261782819
19.2642643,2.07961408,243.31904080796906
19.2792793,2.07961401,243.31904899811053
19.2942943,2.07961394,243.31905718825243
19.3093093,2.07961387,243.31906537839498
19.3243243,2.07961379,243.31907473855858
19.3393393,2.07961372,243.31908292870227
19.3543544,2.07961365,243.31909111884656
19.3693694,2.07961358,243.31909930899135
19.3843844,2.07961351,243.3191074991367
19.3993994,2.07961344,243.31911568928263
19.4144144,2.07961337,243.3191238794291
19.4294294,2.0796133,243.3191320695761
19.4444444,2.07961322,243.31914142974483
19.4594595,2.07961315,243.319149619893
19.4744745,2.07961308,243.31915781004176
19.4894895,2.07961301,243.31916600019107
19.5045045,2.07961294,243.31917419034096
19.5195195,2.07961287,243.31918238049133
19.5345345,2.0796128,243.31919057064226
19.5495495,2.07961273,243.3191987607938
19.5645646,2.07961265,243.3192081209676
19.5795796,2.07961258,243.31921631112033
19.5945946,2.07961251,243.3192245012736
19.6096096,2.07961244,243.31923269142737
19.6246246,2.07961237,243.3192408815817
19.6396396,2.0796123,243.3192490717366
19.6546547,2.07961223,243.31925726189206
19.6696697,2.07961215,243.3192666220704
19.6846847,2.07961208,243.31927481222704
19.6996997,2.07961201,243.3192830023842
19.7147147,2.07961194,243.3192911925419
19.7297297,2.07961187,243.31929938270022
19.7447447,2.0796118,243.31930757285906
19.7597598,2.07961173,243.31931576301844
19.7747748,2.07961166,243.31932395317838
19.7897898,2.07961158,243.31933331336182
19.8048048,2.07961151,243.31934150352293
19.8198198,2.07961144,243.31934969368461
19.8348348,2.07961137,243.31935788384686
19.8498498,2.0796113,243.31936607400962
19.8648649,2.07961123,243.31937426417295
19.8798799,2.07961116,243.31938245433685
19.8948949,2.07961109,243.31939064450123
19.9099099,2.07961101,243.31940000468984
19.9249249,2.07961094,243.31940819485547
19.9399399,2.07961087,243.3194163850216
19.954955,2.0796108,243.3194245751883
19.96997,2.07961073,243.31943276535557
19.984985,2.07961066,243.31944095552336
20.0,2.07961059,243.31944914569172
20.015015,2.07961052,243.31945733586065
20.03003,2.07961044,243.31946669605435
20.045045,2.07961037,243.31947488622447
20.0600601,2.0796103,243.31948307639516
20.0750751,2.07961023,243.31949126656633
20.0900901,2.07961016,243.31949945673804
20.1051051,2.07961009,243.31950764691038
20.1201201,2.07961002,243.31951583708326
20.1351351,2.07960995,243.31952402725665
20.1501502,2.07960987,243.31953338745552
20.1651652,2.0796098,243.3195415776301
20.1801802,2.07960973,243.3195497678052
20.1951952,2.07960966,243.31955795798092
20.2102102,2.07960959,243.31956614815718
20.2252252,2.07960952,243.31957433833395
20.2402402,2.07960945,243.31958252851132
20.2552553,2.07960938,243.31959071868923
20.2702703,2.0796093,243.31960007889316
20.2852853,2.07960923,243.31960826907226
20.3003003,2.07960916,243.31961645925193
20.3153153,2.07960909,243.3196246494321
20.3303303,2.07960902,243.31963283961284
20.3453453,2.07960895,243.31964102979413
20.3603604,2.07960888,243.319649219976
20.3753754,2.07960881,243.31965741015836
20.3903904,2.07960873,243.31966677036746
20.4054054,2.07960866,243.319674960551
20.4204204,2.07960859,243.31968315073513
20.4354354,2.07960852,243.31969134091983
20.4504505,2.07960845,243.31969953110507
20.4654655,2.07960838,243.31970772129083
20.4804805,2.07960831,243.31971591147712
20.4954955,2.07960824,243.31972410166398
20.5105105,2.07960816,243.31973346187826
20.5255255,2.07960809,243.31974165206634
