press,h2_production
13.2582583,2.07964265
13.2732733,2.07964257
13.2882883,2.0796425
13.3033033,2.07964243
13.3183183,2.07964236
13.3333333,2.07964229
13.3483483,2.07964222
13.3633634,2.07964215
13.3783784,2.07964207
13.3933934,2.079642
13.4084084,2.07964193
13.4234234,2.07964186
13.4384384,2.07964179
13.4534535,2.07964172
13.4684685,2.07964164
13.4834835,2.07964157
13.4984985,2.0796415
13.5135135,2.07964143
13.5285285,2.07964136
13.5435435,2.07964129
13.5585586,2.07964122
13.5735736,2.07964114
13.5885886,2.07964107
13.6036036,2.079641
13.6186186,2.07964093
13.6336336,2.07964086
13.6486486,2.07964079
13.6636637,2.07964071
13.6786787,2.07964064
13.6936937,2.07964057
13.7087087,2.0796405
13.7237237,2.07964043
13.7387387,2.07964036
13.7537538,2.07964029
13.7687688,2.07964021
13.7837838,2.07964014
13.7987988,2.07964007
13.8138138,2.07964
13.8288288,2.07963993
13.8438438,2.07963986
13.8588589,2.07963979
13.8738739,2.07963971
13.8888889,2.07963964
13.9039039,2.07963957
13.9189189,2.0796395
13.9339339,2.07963943
13.9489489,2.07963936
13.963964,2.07963928
13.978979,2.07963921
13.993994,2.07963914
14.009009,2.07963907
14.024024,2.079639
14.039039,2.07963893
14.0540541,2.07963886
14.0690691,2.07963878
14.0840841,2.07963871
14.0990991,2.07963864
14.1141141,2.07963857
14.1291291,2.0796385
14.1441441,2.07963843
14.1591592,2.07963835
14.1741742,2.07963828
14.1891892,2.07963821
14.2042042,2.07963814
14.2192192,2.07963807
14.2342342,2.079638
14.2492492,2.07963793
14.2642643,2.07963785
14.2792793,2.07963778
14.2942943,2.07963771
14.3093093,2.07963764
14.3243243,2.07963757
14.3393393,2.0796375
14.3543544,2.07963743
14.3693694,2.07963735
14.3843844,2.07963728
14.3993994,2.07963721
14.4144144,2.07963714
14.4294294,2.07963707
14.4444444,2.079637
14.4594595,2.07963692
14.4744745,2.07963685
14.4894895,2.07963678
14.5045045,2.07963671
14.5195195,2.07963664
14.5345345,2.07963657
14.5495495,2.0796365
14.5645646,2.07963642
14.5795796,2.07963635
14.5945946,2.07963628
14.6096096,2.07963621
14.6246246,2.07963614
14.6396396,2.07963607
14.6546547,2.079636
14.6696697,2.07963592
14.6846847,2.07963585
14.6996997,2.07963578
14.7147147,2.07963571
14.7297297,2.07963564
14.7447447,2.07963557
14.7597598,2.0796355
14.7747748,2.07963542
14.7897898,2.07963535
14.8048048,2.07963528
14.8198198,2.07963521
14.8348348,2.07963514
14.8498498,2.07963507
14.8648649,2.07963499
14.8798799,2.07963492
14.8948949,2.07963485
14.9099099,2.07963478
14.9249249,2.07963471
14.9399399,2.07963464
14.954955,2.07963457
14.96997,2.07963449
14.984985,2.07963442
15,2.07963435
15.015015,2.07963428
15.03003,2.07963421
15.045045,2.07963414
15.0600601,2.07963407
15.0750751,2.07963399
15.0900901,2.07963392
15.1051051,2.07963385
15.1201201,2.07963378
15.1351351,2.07963371
15.1501502,2.07963364
15.1651652,2.07963357
15.1801802,2.07963349
15.1951952,2.07963342
15.2102102,2.07963335
15.2252252,2.07963328
15.2402402,2.07963321
15.2552553,2.07963314
15.2702703,2.07963307
15.2852853,2.07963299
15.3003003,2.07963292
15.3153153,2.07963285
15.3303303,2.07963278
15.3453453,2.07963271
15.3603604,2.07963264
15.3753754,2.07963256
15.3903904,2.07963249
15.4054054,2.07963242
15.4204204,2.07963235
15.4354354,2.07963228
15.4504505,2.07963221
15.4654655,2.07963214
15.4804805,2.07963206
15.4954955,2.07963199
15.5105105,2.07963192
15.5255255,2.07963185
15.5405405,2.07963178
15.5555556,2.07963171
15.5705706,2.07963164
15.5855856,2.07963156
15.6006006,2.07963149
15.6156156,2.07963142
15.6306306,2.07963135
15.6456456,2.07963128
15.6606607,2.07963121
15.6756757,2.07963114
15.6906907,2.07963106
15.7057057,2.07963099
15.7207207,2.07963092
15.7357357,2.07963085
15.7507508,2.07963078
15.7657658,2.07963071
15.7807808,2.07963064
15.7957958,2.07963056
15.8108108,2.07963049
15.8258258,2.07963042
15.8408408,2.07963035
15.8558559,2.07963028
15.8708709,2.07963021
15.8858859,2.07963014
15.9009009,2.07963006
15.9159159,2.07962999
15.9309309,2.07962992
15.9459459,2.07962985
15.960961,2.07962978
15.975976,2.07962971
15.990991,2.07962964
16,2.07962959
16.006006,2.07962956
16.021021,2.07962949
16.036036,2.07962942
16.0510511,2.07962935
16.0660661,2.07962928
16.0810811,2.07962921
16.0960961,2.07962914
16.1111111,2.07962906
16.1261261,2.07962899
16.1411411,2.07962892
16.1561562,2.07962885
16.1711712,2.07962878
16.1861862,2.07962871
16.2012012,2.07962864
16.2162162,2.07962856
16.2312312,2.07962849
16.2462462,2.07962842
16.2612613,2.07962835
16.2762763,2.07962828
16.2912913,2.07962821
16.3063063,2.07962814
16.3213213,2.07962806
16.3363363,2.07962799
16.3513514,2.07962792
16.3663664,2.07962785
16.3813814,2.07962778
16.3963964,2.07962771
16.4114114,2.07962764
16.4264264,2.07962756
16.4414414,2.07962749
16.4564565,2.07962742
16.4714715,2.07962735
16.4864865,2.07962728
16.5015015,2.07962721
16.5165165,2.07962714
16.5315315,2.07962706
16.5465465,2.07962699
16.5615616,2.07962692
16.5765766,2.07962685
16.5915916,2.07962678
16.6066066,2.07962671
16.6216216,2.07962664
16.6366366,2.07962656
16.6516517,2.07962649
16.6666667,2.07962642
16.6816817,2.07962635
16.6966967,2.07962628
16.7117117,2.07962621
16.7267267,2.07962614
16.7417417,2.07962607
16.7567568,2.07962599
16.7717718,2.07962592
16.7867868,2.07962585
16.8018018,2.07962578
16.8168168,2.07962571
16.8318318,2.07962564
16.8468468,2.07962557
16.8618619,2.07962549
16.8768769,2.07962542
16.8918919,2.07962535
16.9069069,2.07962528
16.9219219,2.07962521
16.9369369,2.07962514
16.951952,2.07962507
16.966967,2.07962499
16.981982,2.07962492
16.996997,2.07962485
17.012012,2.07962478
17.027027,2.07962471
17.042042,2.07962464
17.0570571,2.07962457
17.0720721,2.07962449
17.0870871,2.07962442
17.1021021,2.07962435
17.1171171,2.07962428
17.1321321,2.07962421
17.1471471,2.07962414
17.1621622,2.07962407
17.1771772,2.07962399
17.1921922,2.07962392
17.2072072,2.07962385
17.2222222,2.07962378
17.2372372,2.07962371
17.2522523,2.07962364
17.2672673,2.07962357
17.2822823,2.0796235
17.2972973,2.07962342
17.3123123,2.07962335
17.3273273,2.07962328
17.3423423,2.07962321
17.3573574,2.07962314
17.3723724,2.07962307
17.3873874,2.079623
17.4024024,2.07962292
17.4174174,2.07962285
17.4324324,2.07962278
17.4474474,2.07962271
17.4624625,2.07962264
17.4774775,2.07962257
17.4924925,2.0796225
17.5075075,2.07962242
17.5225225,2.07962235
17.5375375,2.07962228
17.5525526,2.07962221
17.5675676,2.07962214
17.5825826,2.07962207
17.5975976,2.079622
17.6126126,2.07962193
17.6276276,2.07962185
17.6426426,2.07962178
17.6576577,2.07962171
17.6726727,2.07962164
17.6876877,2.07962157
17.7027027,2.0796215
17.7177177,2.07962143
17.7327327,2.07962135
17.7477477,2.07962128
17.7627628,2.07962121
17.7777778,2.07962114
17.7927928,2.07962107
17.8078078,2.079621
17.8228228,2.07962093
17.8378378,2.07962085
17.8528529,2.07962078
17.8678679,2.07962071
17.8828829,2.07962064
17.8978979,2.07962057
17.9129129,2.0796205
17.9279279,2.07962043
17.9429429,2.07962036
17.957958,2.07962028
17.972973,2.07962021
17.987988,2.07962014
18.003003,2.07962007
18.018018,2.07962
18.033033,2.07961993
18.048048,2.07961986
18.0630631,2.07961978
18.0780781,2.07961971
18.0930931,2.07961964
18.1081081,2.07961957
18.1231231,2.0796195
18.1381381,2.07961943
18.1531532,2.07961936
18.1681682,2.07961929
18.1831832,2.07961921
18.1981982,2.07961914
18.2132132,2.07961907
18.2282282,2.079619
18.2432432,2.07961893
18.2582583,2.07961886
18.2732733,2.07961879
18.2882883,2.07961871
18.3033033,2.07961864
18.3183183,2.07961857
18.3333333,2.0796185
18.3483483,2.07961843
18.3633634,2.07961836
18.3783784,2.07961829
18.3933934,2.07961822
18.4084084,2.07961814
18.4234234,2.07961807
18.4384384,2.079618
18.4534535,2.07961793
18.4684685,2.07961786
18.4834835,2.07961779
18.4984985,2.07961772
18.5135135,2.07961764
18.5285285,2.07961757
18.5435435,2.0796175
18.5585586,2.07961743
18.5735736,2.07961736
18.5885886,2.07961729
18.6036036,2.07961722
18.6186186,2.07961715
18.6336336,2.07961707
18.6486486,2.079617
18.6636637,2.07961693
18.6786787,2.07961686
18.6936937,2.07961679
18.7087087,2.07961672
18.7237237,2.07961665
18.7387387,2.07961658
18.7537538,2.0796165
18.7687688,2.07961643
18.7837838,2.07961636
18.7987988,2.07961629
18.8138138,2.07961622
18.8288288,2.07961615
18.8438438,2.07961608
18.8588589,2.079616
18.8738739,2.07961593
18.8888889,2.07961586
18.9039039,2.07961579
18.9189189,2.07961572
18.9339339,2.07961565
18.9489489,2.07961558
18.963964,2.07961551
18.978979,2.07961543
18.993994,2.07961536
19.009009,2.07961529
19.024024,2.07961522
19.039039,2.07961515
19.0540541,2.07961508
19.0690691,2.07961501
19.0840841,2.07961494
19.0990991,2.07961486
19.1141141,2.07961479
19.1291291,2.07961472
19.1441441,2.07961465
19.1591592,2.07961458
19.1741742,2.07961451
19.1891892,2.07961444
19.2042042,2.07961436
19.2192192,2.07961429
19.2342342,2.07961422
19.2492492,2.07961415
19.2642643,2.07961408
19.2792793,2.07961401
19.2942943,2.07961394
19.3093093,2.07961387
19.3243243,2.07961379
19.3393393,2.07961372
19.3543544,2.07961365
19.3693694,2.07961358
19.3843844,2.07961351
19.3993994,2.07961344
19.4144144,2.07961337
19.4294294,2.0796133
19.4444444,2.07961322
19.4594595,2.07961315
19.4744745,2.07961308
19.4894895,2.07961301
19.5045045,2.07961294
19.5195195,2.07961287
19.5345345,2.0796128
19.5495495,2.07961273
19.5645646,2.07961265
19.5795796,2.07961258
19.5945946,2.07961251
19.6096096,2.07961244
19.6246246,2.07961237
19.6396396,2.0796123
19.6546547,2.07961223
19.6696697,2.07961215
19.6846847,2.07961208
19.6996997,2.07961201
19.7147147,2.07961194
19.7297297,2.07961187
19.7447447,2.0796118
19.7597598,2.07961173
19.7747748,2.07961166
19.7897898,2.07961158
19.8048048,2.07961151
19.8198198,2.07961144
19.8348348,2.07961137
19.8498498,2.0796113
19.8648649,2.07961123
19.8798799,2.07961116
19.8948949,2.07961109
19.9099099,2.07961101
19.9249249,2.07961094
19.9399399,2.07961087
19.954955,2.0796108
19.96997,2.07961073
19.984985,2.07961066
20,2.07961059
20.015015,2.07961052
20.03003,2.07961044
20.045045,2.07961037
20.0600601,2.0796103
20.0750751,2.07961023
20.0900901,2.07961016
20.1051051,2.07961009
20.1201201,2.07961002
20.1351351,2.07960995
20.1501502,2.07960987
20.1651652,2.0796098
20.1801802,2.07960973
20.1951952,2.07960966
20.2102102,2.07960959
20.2252252,2.07960952
20.2402402,2.07960945
20.2552553,2.07960938
20.2702703,2.0796093
20.2852853,2.07960923
20.3003003,2.07960916
20.3153153,2.07960909
20.3303303,2.07960902
20.3453453,2.07960895
20.3603604,2.07960888
20.3753754,2.07960881
20.3903904,2.07960873
20.4054054,2.07960866
20.4204204,2.07960859
20.4354354,2.07960852
20.4504505,2.07960845
20.4654655,2.07960838
20.4804805,2.07960831
20.4954955,2.07960824
20.5105105,2.07960816
20.5255255,2.07960809
20.5405405,2.07960802
20.5555556,2.07960795
20.5705706,2.07960788
20.5855856,2.07960781
20.6006006,2.07960774
20.6156156,2.07960767
20.6306306,2.07960759
20.6456456,2.07960752
20.6606607,2.07960745
20.6756757,2.07960738
20.6906907,2.07960731
20.7057057,2.07960724
20.7207207,2.07960717
20.7357357,2.0796071
20.7507508,2.07960702
20.7657658,2.07960695
20.7807808,2.07960688
20.7957958,2.07960681
20.8108108,2.07960674
20.8258258,2.07960667
20.8408408,2.0796066
20.8558559,2.07960653
20.8708709,2.07960646
20.8858859,2.07960638
20.9009009,2.07960631
20.9159159,2.07960624
20.9309309,2.07960617
20.9459459,2.0796061
20.960961,2.07960603
20.975976,2.07960596
20.990991,2.07960589
21.006006,2.07960581
21.021021,2.07960574
21.036036,2.07960567
21.0510511,2.0796056
21.0660661,2.07960553
21.0810811,2.07960546
21.0960961,2.07960539
21.1111111,2.07960532
21.1261261,2.07960524
21.1411411,2.07960517
21.1561562,2.0796051
21.1711712,2.07960503
21.1861862,2.07960496
21.2012012,2.07960489
21.2162162,2.07960482
21.2312312,2.07960475
21.2462462,2.07960467
21.2612613,2.0796046
21.2762763,2.07960453
21.2912913,2.07960446
21.3063063,2.07960439
21.3213213,2.07960432
21.3363363,2.07960425
21.3513514,2.07960418
21.3663664,2.07960411
21.3813814,2.07960403
21.3963964,2.07960396
21.4114114,2.07960389
21.4264264,2.07960382
21.4414414,2.07960375
21.4564565,2.07960368
21.4714715,2.07960361
21.4864865,2.07960354
21.5015015,2.07960346
21.5165165,2.07960339
21.5315315,2.07960332
21.5465465,2.07960325
21.5615616,2.07960318
21.5765766,2.07960311
21.5915916,2.07960304
21.6066066,2.07960297
21.6216216,2.07960289
21.6366366,2.07960282
21.6516517,2.07960275
21.6666667,2.07960268
21.6816817,2.07960261
21.6966967,2.07960254
21.7117117,2.07960247
21.7267267,2.0796024
21.7417417,2.07960233
21.7567568,2.07960225
21.7717718,2.07960218
21.7867868,2.07960211
21.8018018,2.07960204
21.8168168,2.07960197
21.8318318,2.0796019
21.8468468,2.07960183
21.8618619,2.07960176
21.8768769,2.07960168
21.8918919,2.07960161
21.9069069,2.07960154
21.9219219,2.07960147
21.9369369,2.0796014
21.951952,2.07960133
21.966967,2.07960126
21.981982,2.07960119
21.996997,2.07960112
22.012012,2.07960104
22.027027,2.07960097
22.042042,2.0796009
22.0570571,2.07960083
22.0720721,2.07960076
22.0870871,2.07960069
22.1021021,2.07960062
22.1171171,2.07960055
22.1321321,2.07960047
22.1471471,2.0796004
22.1621622,2.07960033
22.1771772,2.07960026
22.1921922,2.07960019
22.2072072,2.07960012
22.2222222,2.07960005
22.2372372,2.07959998
22.2522523,2.07959991
22.2672673,2.07959983
22.2822823,2.07959976
22.2972973,2.07959969
22.3123123,2.07959962
22.3273273,2.07959955
22.3423423,2.07959948
22.3573574,2.07959941
22.3723724,2.07959934
22.3873874,2.07959927
22.4024024,2.07959919
22.4174174,2.07959912
22.4324324,2.07959905
22.4474474,2.07959898
22.4624625,2.07959891
22.4774775,2.07959884
22.4924925,2.07959877
22.5075075,2.0795987
22.5225225,2.07959862
22.5375375,2.07959855
22.5525526,2.07959848
22.5675676,2.07959841
22.5825826,2.07959834
22.5975976,2.07959827
22.6126126,2.0795982
22.6276276,2.07959813
22.6426426,2.07959806
22.6576577,2.07959798
22.6726727,2.07959791
22.6876877,2.07959784
22.7027027,2.07959777
22.7177177,2.0795977
22.7327327,2.07959763
22.7477477,2.07959756
22.7627628,2.07959749
22.7777778,2.07959742
22.7927928,2.07959734
22.8078078,2.07959727
22.8228228,2.0795972
22.8378378,2.07959713
22.8528529,2.07959706
22.8678679,2.07959699
22.8828829,2.07959692
22.8978979,2.07959685
22.9129129,2.07959677
22.9279279,2.0795967
22.9429429,2.07959663
22.957958,2.07959656
22.972973,2.07959649
22.987988,2.07959642
23.003003,2.07959635
23.018018,2.07959628
23.033033,2.07959621
23.048048,2.07959613
23.0630631,2.07959606
23.0780781,2.07959599
23.0930931,2.07959592
23.1081081,2.07959585
23.1231231,2.07959578
23.1381381,2.07959571
23.1531532,2.07959564
23.1681682,2.07959557
23.1831832,2.07959549
23.1981982,2.07959542
23.2132132,2.07959535
23.2282282,2.07959528
23.2432432,2.07959521
23.2582583,2.07959514
23.2732733,2.07959507
23.2882883,2.079595
23.3033033,2.07959493
23.3183183,2.07959485
23.3333333,2.07959478
23.3483483,2.07959471
23.3633634,2.07959464
23.3783784,2.07959457
23.3933934,2.0795945
23.4084084,2.07959443
23.4234234,2.07959436
23.4384384,2.07959429
23.4534535,2.07959421
23.4684685,2.07959414
23.4834835,2.07959407
23.4984985,2.079594
23.5135135,2.07959393
23.5285285,2.07959386
23.5435435,2.07959379
23.5585586,2.07959372
23.5735736,2.07959365
23.5885886,2.07959357
23.6036036,2.0795935
23.6186186,2.07959343
23.6336336,2.07959336
23.6486486,2.07959329
23.6636637,2.07959322
23.6786787,2.07959315
23.6936937,2.07959308
23.7087087,2.07959301
23.7237237,2.07959293
23.7387387,2.07959286
23.7537538,2.07959279
23.7687688,2.07959272
23.7837838,2.07959265
23.7987988,2.07959258
23.8138138,2.07959251
23.8288288,2.07959244
23.8438438,2.07959237
23.8588589,2.07959229
23.8738739,2.07959222
23.8888889,2.07959215
23.9039039,2.07959208
23.9189189,2.07959201
23.9339339,2.07959194
23.9489489,2.07959187
23.963964,2.0795918
23.978979,2.07959173
23.993994,2.07959165
24.009009,2.07959158
24.024024,2.07959151
24.039039,2.07959144
24.0540541,2.07959137
24.0690691,2.0795913
24.0840841,2.07959123
24.0990991,2.07959116
24.1141141,2.07959109
24.1291291,2.07959102
24.1441441,2.07959094
24.1591592,2.07959087
24.1741742,2.0795908
24.1891892,2.07959073
24.2042042,2.07959066
24.2192192,2.07959059
24.2342342,2.07959052
24.2492492,2.07959045
24.2642643,2.07959038
24.2792793,2.0795903
24.2942943,2.07959023
24.3093093,2.07959016
24.3243243,2.07959009
24.3393393,2.07959002
24.3543544,2.07958995
24.3693694,2.07958988
24.3843844,2.07958981
24.3993994,2.07958974
24.4144144,2.07958966
24.4294294,2.07958959
24.4444444,2.07958952
24.4594595,2.07958945
24.4744745,2.07958938
24.4894895,2.07958931
24.5045045,2.07958924
24.5195195,2.07958917
24.5345345,2.0795891
24.5495495,2.07958903
24.5645646,2.07958895
24.5795796,2.07958888
24.5945946,2.07958881
24.6096096,2.07958874
24.6246246,2.07958867
24.6396396,2.0795886
24.6546547,2.07958853
24.6696697,2.07958846
24.6846847,2.07958839
24.6996997,2.07958831
24.7147147,2.07958824
24.7297297,2.07958817
24.7447447,2.0795881
24.7597598,2.07958803
24.7747748,2.07958796
24.7897898,2.07958789
24.8048048,2.07958782
24.8198198,2.07958775
24.8348348,2.07958767
24.8498498,2.0795876
24.8648649,2.07958753
24.8798799,2.07958746
24.8948949,2.07958739
24.9099099,2.07958732
24.9249249,2.07958725
24.9399399,2.07958718
24.954955,2.07958711
24.96997,2.07958704
24.984985,2.07958696
25,2.07958689
