temp,h2_production
1203.9039,2.07252487
1205.00501,2.07250579
1206.10611,2.07248675
1207.20721,2.07246775
1208.30831,2.07244879
1209.40941,2.07242987
1210.51051,2.072411
1211.61161,2.07239217
1212.71271,2.07237338
1213.81381,2.07235463
1214.91491,2.07233593
1216.01602,2.07231726
1217.11712,2.07229864
1218.21822,2.07228006
1219.31932,2.07226152
1220.42042,2.07224302
1221.52152,2.07222456
1222.62262,2.07220614
1223.72372,2.07218777
1224.82482,2.07216943
1225.92593,2.07215114
1227.02703,2.07213288
1228.12813,2.07211467
1229.22923,2.07209649
1230.33033,2.07207836
1231.43143,2.07206026
1232.53253,2.07204221
1233.63363,2.0720242
1234.73473,2.07200622
1235.83584,2.07198829
1236.93694,2.07197039
1238.03804,2.07195253
1239.13914,2.07193472
1240.24024,2.07191694
1241.34134,2.0718992
1242.44244,2.0718815
1243.54354,2.07186384
1244.64464,2.07184622
1245.74575,2.07182863
1246.84685,2.07181109
1247.94795,2.07179358
1249.04905,2.07177611
1250.15015,2.07175868
1251.25125,2.07174129
1252.35235,2.07172394
1253.45345,2.07170662
1254.55455,2.07168934
1255.65566,2.0716721
1256.75676,2.0716549
1257.85786,2.07163773
1258.95896,2.0716206
1260.06006,2.07160351
1261.16116,2.07158646
1262.26226,2.07156944
1263.36336,2.07155246
1264.46446,2.07153552
1265.56557,2.07151862
1266.66667,2.07150175
1267.76777,2.07148491
1268.86887,2.07146812
1269.96997,2.07145136
1271.07107,2.07143463
1272.17217,2.07141795
1273.27327,2.0714013
1274.37437,2.07138468
1275.47548,2.0713681
1276.57658,2.07135156
1277.67768,2.07133505
1278.77878,2.07131858
1279.87988,2.07130214
1280.98098,2.07128574
1282.08208,2.07126937
1283.18318,2.07125304
1284.28428,2.07123675
1285.38539,2.07122049
1286.48649,2.07120426
1287.58759,2.07118807
1288.68869,2.07117192
1289.78979,2.0711558
1290.89089,2.07113971
1291.99199,2.07112366
1293.09309,2.07110764
1294.19419,2.07109166
1295.2953,2.07107571
1296.3964,2.07105979
1297.4975,2.07104391
1298.5986,2.07102806
1299.6997,2.07101225
1300.8008,2.07099647
1301.9019,2.07098073
1303.003,2.07096501
1304.1041,2.07094934
1305.20521,2.07093369
1306.30631,2.07091808
1307.40741,2.0709025
1308.50851,2.07088695
1309.60961,2.07087144
1310.71071,2.07085596
1311.81181,2.07084052
1312.91291,2.0708251
1314.01401,2.07080972
1315.11512,2.07079437
1316.21622,2.07077906
1317.31732,2.07076377
1318.41842,2.07074852
1319.51952,2.0707333
1320.62062,2.07071812
1321.72172,2.07070296
1322.82282,2.07068784
1323.92392,2.07067275
1325.02503,2.07065769
1326.12613,2.07064266
1327.22723,2.07062767
1328.32833,2.0706127
1329.42943,2.07059777
1330.53053,2.07058287
1331.63163,2.070568
1332.73273,2.07055316
1333.83383,2.07053835
1334.93493,2.07052358
1336.03604,2.07050883
1337.13714,2.07049412
1338.23824,2.07047944
1339.33934,2.07046478
1340.44044,2.07045016
1341.54154,2.07043557
1342.64264,2.07042101
1343.74374,2.07040648
1344.84484,2.07039198
1345.94595,2.07037751
1347.04705,2.07036307
1348.14815,2.07034866
1349.24925,2.07033428
1350.35035,2.07031993
1351.45145,2.07030561
1352.55255,2.07029133
1353.65365,2.07027707
1354.75475,2.07026284
1355.85586,2.07024863
1356.95696,2.07023446
1358.05806,2.07022032
1359.15916,2.07020621
1360.26026,2.07019213
1361.36136,2.07017807
1362.46246,2.07016405
1363.56356,2.07015005
1364.66466,2.07013609
1365.76577,2.07012215
1366.86687,2.07010824
1367.96797,2.07009436
1369.06907,2.07008051
1370.17017,2.07006668
1371.27127,2.07005289
1372.37237,2.07003912
1373.47347,2.07002539
1374.57457,2.07001168
1375.67568,2.069998
1376.77678,2.06998434
1377.87788,2.06997072
1378.97898,2.06995712
1380.08008,2.06994355
1381.18118,2.06993001
1382.28228,2.0699165
1383.38338,2.06990301
1384.48448,2.06988955
1385.58559,2.06987612
1386.68669,2.06986272
1387.78779,2.06984934
1388.88889,2.06983599
1389.98999,2.06982267
1391.09109,2.06980938
1392.19219,2.06979611
1393.29329,2.06978287
1394.39439,2.06976966
1395.4955,2.06975648
1396.5966,2.06974332
1397.6977,2.06973018
1398.7988,2.06971708
1399.8999,2.069704
1401.001,2.06969095
1402.1021,2.06967792
1403.2032,2.06966492
1404.3043,2.06965195
1405.40541,2.069639
1406.50651,2.06962608
1407.60761,2.06961319
1408.70871,2.06960032
1409.80981,2.06958748
1410.91091,2.06957466
1412.01201,2.06956187
1413.11311,2.06954911
1414.21421,2.06953637
1415.31532,2.06952366
1416.41642,2.06951097
1417.51752,2.06949831
1418.61862,2.06948567
1419.71972,2.06947306
1420.82082,2.06946048
1421.92192,2.06944792
1423.02302,2.06943538
1424.12412,2.06942287
1425.22523,2.06941039
1426.32633,2.06939793
1427.42743,2.0693855
1428.52853,2.06937309
1429.62963,2.0693607
1430.73073,2.06934834
1431.83183,2.06933601
1432.93293,2.0693237
1434.03403,2.06931141
1435.13514,2.06929915
1436.23624,2.06928691
1437.33734,2.0692747
1438.43844,2.06926251
1439.53954,2.06925035
1440.64064,2.06923821
1441.74174,2.0692261
1442.84284,2.06921401
1443.94394,2.06920194
1445.04505,2.0691899
1446.14615,2.06917788
1447.24725,2.06916588
1448.34835,2.06915391
1449.44945,2.06914196
1450.55055,2.06913004
1451.65165,2.06911814
1452.75275,2.06910626
1453.85385,2.06909441
1454.95495,2.06908258
1456.05606,2.06907077
1457.15716,2.06905899
1458.25826,2.06904723
1459.35936,2.06903549
1460.46046,2.06902378
1461.56156,2.06901209
1462.66266,2.06900042
1463.76376,2.06898878
1464.86486,2.06897716
1465.96597,2.06896556
1467.06707,2.06895398
1468.16817,2.06894243
1469.26927,2.0689309
1470.37037,2.06891939
1471.47147,2.0689079
1472.57257,2.06889644
1473.67367,2.068885
1474.77477,2.06887358
1475.87588,2.06886219
1476.97698,2.06885082
1478.07808,2.06883947
1479.17918,2.06882814
1480.28028,2.06881683
1481.38138,2.06880555
1482.48248,2.06879428
1483.58358,2.06878304
1484.68468,2.06877182
1485.78579,2.06876063
1486.88689,2.06874945
1487.98799,2.0687383
1489.08909,2.06872717
1490.19019,2.06871606
1491.29129,2.06870497
1492.39239,2.0686939
1493.49349,2.06868286
1494.59459,2.06867183
1495.6957,2.06866083
1496.7968,2.06864985
1497.8979,2.06863889
1498.999,2.06862795
1500.1001,2.06861704
1501.2012,2.06860614
1502.3023,2.06859526
1503.4034,2.06858441
1504.5045,2.06857358
1505.60561,2.06856276
1506.70671,2.06855197
1507.80781,2.0685412
1508.90891,2.06853045
1510.01001,2.06851972
1511.11111,2.06850901
1512.21221,2.06849832
1513.31331,2.06848766
1514.41441,2.06847701
1515.51552,2.06846638
1516.61662,2.06845578
1517.71772,2.06844519
1518.81882,2.06843462
1519.91992,2.06842408
1521.02102,2.06841355
1522.12212,2.06840305
1523.22322,2.06839256
1524.32432,2.0683821
1525.42543,2.06837165
1526.52653,2.06836123
1527.62763,2.06835082
1528.72873,2.06834044
1529.82983,2.06833007
1530.93093,2.06831973
1532.03203,2.0683094
1533.13313,2.06829909
1534.23423,2.06828881
1535.33534,2.06827854
1536.43644,2.06826829
1537.53754,2.06825806
1538.63864,2.06824785
1539.73974,2.06823766
1540.84084,2.06822749
1541.94194,2.06821734
1543.04304,2.06820721
1544.14414,2.0681971
1545.24525,2.068187
1546.34635,2.06817693
1547.44745,2.06816687
1548.54855,2.06815684
1549.64965,2.06814682
1550.75075,2.06813682
1551.85185,2.06812684
1552.95295,2.06811688
1554.05405,2.06810694
1555.15516,2.06809702
1556.25626,2.06808711
1557.35736,2.06807722
1558.45846,2.06806736
1559.55956,2.06805751
1560.66066,2.06804768
1561.76176,2.06803786
1562.86286,2.06802807
1563.96396,2.0680183
1565.06507,2.06800854
1566.16617,2.0679988
1567.26727,2.06798908
1568.36837,2.06797938
1569.46947,2.06796969
1570.57057,2.06796003
1571.67167,2.06795038
1572.77277,2.06794075
1573.87387,2.06793113
1574.97497,2.06792154
1576.07608,2.06791196
1577.17718,2.06790241
1578.27828,2.06789286
1579.37938,2.06788334
1580.48048,2.06787384
1581.58158,2.06786435
1582.68268,2.06785488
1583.78378,2.06784542
1584.88488,2.06783599
1585.98599,2.06782657
1587.08709,2.06781717
1588.18819,2.06780779
1589.28929,2.06779842
1590.39039,2.06778908
1591.49149,2.06777974
1592.59259,2.06777043
1593.69369,2.06776113
1594.79479,2.06775186
1595.8959,2.06774259
1596.997,2.06773335
1598.0981,2.06772412
1599.1992,2.06771491
1600.3003,2.06770572
1601.4014,2.06769654
1602.5025,2.06768738
1603.6036,2.06767823
1604.7047,2.06766911
1605.80581,2.06766
1606.90691,2.0676509
1608.00801,2.06764183
1609.10911,2.06763277
1610.21021,2.06762373
1611.31131,2.0676147
1612.41241,2.06760569
1613.51351,2.06759669
1614.61461,2.06758772
1615.71572,2.06757876
1616.81682,2.06756981
1617.91792,2.06756088
1619.01902,2.06755197
1620.12012,2.06754308
1621.22122,2.0675342
1622.32232,2.06752533
1623.42342,2.06751649
1624.52452,2.06750765
1625.62563,2.06749884
1626.72673,2.06749004
1627.82783,2.06748126
1628.92893,2.06747249
1630.03003,2.06746374
1631.13113,2.067455
1632.23223,2.06744628
1633.33333,2.06743758
1634.43443,2.06742889
1635.53554,2.06742022
1636.63664,2.06741156
1637.73774,2.06740292
1638.83884,2.0673943
1639.93994,2.06738569
1641.04104,2.06737709
1642.14214,2.06736851
1643.24324,2.06735995
1644.34434,2.0673514
1645.44545,2.06734287
1646.54655,2.06733435
1647.64765,2.06732585
1648.74875,2.06731737
1649.84985,2.06730889
1650.95095,2.06730044
1652.05205,2.067292
1653.15315,2.06728357
1654.25425,2.06727516
1655.35536,2.06726677
1656.45646,2.06725838
1657.55756,2.06725002
1658.65866,2.06724167
1659.75976,2.06723333
1660.86086,2.06722501
1661.96196,2.06721671
1663.06306,2.06720842
1664.16416,2.06720014
1665.26527,2.06719188
1666.36637,2.06718363
1667.46747,2.0671754
1668.56857,2.06716718
1669.66967,2.06715898
1670.77077,2.06715079
1671.87187,2.06714262
1672.97297,2.06713446
1674.07407,2.06712631
1675.17518,2.06711818
1676.27628,2.06711007
1677.37738,2.06710197
1678.47848,2.06709388
1679.57958,2.06708581
1680.68068,2.06707775
1681.78178,2.0670697
1682.88288,2.06706167
1683.98398,2.06705366
1685.08509,2.06704566
1686.18619,2.06703767
1687.28729,2.0670297
1688.38839,2.06702174
1689.48949,2.06701379
1690.59059,2.06700586
1691.69169,2.06699794
1692.79279,2.06699004
1693.89389,2.06698215
1694.99499,2.06697427
1696.0961,2.06696641
1697.1972,2.06695857
1698.2983,2.06695073
1699.3994,2.06694291
1700.5005,2.0669351
1701.6016,2.06692731
1702.7027,2.06691953
1703.8038,2.06691177
1704.9049,2.06690401
1706.00601,2.06689628
1707.10711,2.06688855
1708.20821,2.06688084
1709.30931,2.06687314
1710.41041,2.06686546
1711.51151,2.06685779
1712.61261,2.06685013
1713.71371,2.06684248
1714.81481,2.06683485
1715.91592,2.06682723
1717.01702,2.06681963
1718.11812,2.06681204
1719.21922,2.06680446
1720.32032,2.0667969
1721.42142,2.06678934
1722.52252,2.0667818
1723.62362,2.06677428
1724.72472,2.06676677
1725.82583,2.06675927
1726.92693,2.06675178
1728.02803,2.06674431
1729.12913,2.06673685
1730.23023,2.0667294
1731.33133,2.06672196
1732.43243,2.06671454
1733.53353,2.06670713
1734.63463,2.06669974
1735.73574,2.06669235
1736.83684,2.06668498
1737.93794,2.06667762
1739.03904,2.06667028
1740.14014,2.06666295
1741.24124,2.06665562
1742.34234,2.06664832
1743.44344,2.06664102
1744.54454,2.06663374
1745.64565,2.06662647
1746.74675,2.06661921
1747.84785,2.06661197
1748.94895,2.06660473
1750.05005,2.06659751
1751.15115,2.06659031
1752.25225,2.06658311
1753.35335,2.06657593
1754.45445,2.06656876
1755.55556,2.0665616
1756.65666,2.06655445
1757.75776,2.06654732
1758.85886,2.0665402
1759.95996,2.06653309
1761.06106,2.06652599
1762.16216,2.0665189
1763.26326,2.06651183
1764.36436,2.06650477
1765.46547,2.06649772
1766.56657,2.06649068
1767.66767,2.06648366
1768.76877,2.06647664
1769.86987,2.06646964
1770.97097,2.06646265
1772.07207,2.06645567
1773.17317,2.06644871
1774.27427,2.06644175
1775.37538,2.06643481
1776.47648,2.06642788
1777.57758,2.06642096
1778.67868,2.06641405
1779.77978,2.06640716
1780.88088,2.06640028
1781.98198,2.0663934
1783.08308,2.06638654
1784.18418,2.06637969
1785.28529,2.06637286
1786.38639,2.06636603
1787.48749,2.06635922
1788.58859,2.06635241
1789.68969,2.06634562
1790.79079,2.06633884
1791.89189,2.06633207
1792.99299,2.06632532
1794.09409,2.06631857
1795.1952,2.06631184
1796.2963,2.06630511
1797.3974,2.0662984
1798.4985,2.0662917
1799.5996,2.06628501
1800.7007,2.06627834
1801.8018,2.06627167
1802.9029,2.06626501
1804.004,2.06625837
1805.10511,2.06625174
1806.20621,2.06624511
1807.30731,2.0662385
1808.40841,2.0662319
1809.50951,2.06622531
1810.61061,2.06621874
1811.71171,2.06621217
1812.81281,2.06620561
1813.91391,2.06619907
1815.01502,2.06619253
1816.11612,2.06618601
1817.21722,2.0661795
1818.31832,2.066173
1819.41942,2.06616651
1820.52052,2.06616003
1821.62162,2.06615356
1822.72272,2.0661471
1823.82382,2.06614065
1824.92492,2.06613422
1826.02603,2.06612779
1827.12713,2.06612137
1828.22823,2.06611497
1829.32933,2.06610858
1830.43043,2.06610219
1831.53153,2.06609582
1832.63263,2.06608946
1833.73373,2.0660831
1834.83483,2.06607676
1835.93594,2.06607043
1837.03704,2.06606411
1838.13814,2.0660578
1839.23924,2.0660515
1840.34034,2.06604521
1841.44144,2.06603894
1842.54254,2.06603267
1843.64364,2.06602641
1844.74474,2.06602016
1845.84585,2.06601393
1846.94695,2.0660077
1848.04805,2.06600148
1849.14915,2.06599528
1850.25025,2.06598908
1851.35135,2.06598289
1852.45245,2.06597672
1853.55355,2.06597055
1854.65465,2.0659644
1855.75576,2.06595825
1856.85686,2.06595212
1857.95796,2.06594599
1859.05906,2.06593988
1860.16016,2.06593377
1861.26126,2.06592768
1862.36236,2.06592159
1863.46346,2.06591552
1864.56456,2.06590945
1865.66567,2.0659034
1866.76677,2.06589735
1867.86787,2.06589132
1868.96897,2.06588529
1870.07007,2.06587928
1871.17117,2.06587327
1872.27227,2.06586727
1873.37337,2.06586129
1874.47447,2.06585531
1875.57558,2.06584935
1876.67668,2.06584339
1877.77778,2.06583744
1878.87888,2.06583151
1879.97998,2.06582558
1881.08108,2.06581966
1882.18218,2.06581375
1883.28328,2.06580785
1884.38438,2.06580196
1885.48549,2.06579609
1886.58659,2.06579022
1887.68769,2.06578436
1888.78879,2.0657785
1889.88989,2.06577266
1890.99099,2.06576683
1892.09209,2.06576101
1893.19319,2.0657552
1894.29429,2.06574939
1895.3954,2.0657436
1896.4965,2.06573782
1897.5976,2.06573204
1898.6987,2.06572628
1899.7998,2.06572052
1900.9009,2.06571477
1902.002,2.06570904
1903.1031,2.06570331
1904.2042,2.06569759
1905.30531,2.06569188
1906.40641,2.06568618
1907.50751,2.06568049
1908.60861,2.06567481
1909.70971,2.06566914
1910.81081,2.06566347
1911.91191,2.06565782
1913.01301,2.06565217
1914.11411,2.06564654
1915.21522,2.06564091
1916.31632,2.06563529
1917.41742,2.06562969
1918.51852,2.06562409
1919.61962,2.0656185
1920.72072,2.06561292
1921.82182,2.06560734
1922.92292,2.06560178
1924.02402,2.06559623
1925.12513,2.06559068
1926.22623,2.06558514
1927.32733,2.06557962
1928.42843,2.0655741
1929.52953,2.06556859
1930.63063,2.06556309
1931.73173,2.0655576
1932.83283,2.06555212
1933.93393,2.06554664
1935.03504,2.06554118
1936.13614,2.06553572
1937.23724,2.06553027
1938.33834,2.06552484
1939.43944,2.06551941
1940.54054,2.06551398
1941.64164,2.06550857
1942.74274,2.06550317
1943.84384,2.06549777
1944.94494,2.06549239
1946.04605,2.06548701
1947.14715,2.06548164
1948.24825,2.06547628
1949.34935,2.06547093
1950.45045,2.06546559
1951.55155,2.06546026
1952.65265,2.06545493
1953.75375,2.06544961
1954.85485,2.06544431
1955.95596,2.06543901
1957.05706,2.06543372
1958.15816,2.06542843
1959.25926,2.06542316
1960.36036,2.06541789
1961.46146,2.06541264
1962.56256,2.06540739
1963.66366,2.06540215
1964.76476,2.06539692
1965.86587,2.0653917
1966.96697,2.06538648
1968.06807,2.06538127
1969.16917,2.06537608
1970.27027,2.06537089
1971.37137,2.06536571
1972.47247,2.06536053
1973.57357,2.06535537
1974.67467,2.06535022
1975.77578,2.06534507
1976.87688,2.06533993
1977.97798,2.0653348
1979.07908,2.06532968
1980.18018,2.06532456
1981.28128,2.06531946
1982.38238,2.06531436
1983.48348,2.06530927
1984.58458,2.06530419
1985.68569,2.06529912
1986.78679,2.06529405
1987.88789,2.06528899
1988.98899,2.06528395
1990.09009,2.06527891
1991.19119,2.06527387
1992.29229,2.06526885
1993.39339,2.06526384
1994.49449,2.06525883
1995.5956,2.06525383
1996.6967,2.06524884
1997.7978,2.06524385
1998.8989,2.06523888
2000,2.06523391
